Timestamp,Email address,dummy name,Age,Gender,Category,Parental Education,Hometown Area,Family annual income,Guidance from family,Family member in same field,Percentage in 10th,Percentage in 12th ,Medium studied in?,CPI in graduation,Course,College type,Attendance in class,Living arrangement ,Participation in class,Homework submission,Preparation level,Study hours,Educational Technology,Internet Usage,Weekend plans,Study technique,Study environment,Learning style,Study Group Size,Sleeping time,Extracurricular Activities,Your class buddy friend,Relationship Status in last sem,Last Sem CPI
02/08/2024 12:40:52,,I Sai Ravi Teja,19-25,Female,General,Tertiary (graduation or above),Urban,Below 1 lakh,no,No,80-90%,80-90%,Hindi,9.73,B.tech,NIT,80%,Hostel room,never,2 or more days before due date,80% (Class notes + assignments),2 hours or less,Yes,0 hours,almost sleeping all day,revising the whole notes without short notes,home (self),from youtube or some online platforms,2,1am,yes,almost same as you in study,Single,10.0
01/08/2024 12:58:55,,Pritam ,0-18,Female,St/Sc,Tertiary (graduation or above),Rural,above 10 lakh,yes,No,Above 90%,70-80%,English,5.0,B.tech,"Reputed University (like BHU, DU etc)",90%,Home,once in a while,2 or more days before due date,100% (class notes + assignments + book's que),2 hours or less,Yes,5+,almost sleeping all day,revising the whole notes without short notes,library (self),reading from books,3,1am,yes,almost same as you in study,Toxic Relationship,6.692
02/08/2024 20:15:57,,Sai Krishna ,above 25,Female,St/Sc,Tertiary (graduation or above),Semi-Urban,Below 1 lakh,no,No,80-90%,Above 90%,Hindi,5.37,B.tech,IIT,80%,Hostel room,once in a while,on the due date (night before),10% (nothing much),3-5 hours,No,2-4 hours,revising the week's study material,revising the whole notes without short notes,home (self),reading from books,2,3 am or later,no,almost same as you in study,Single,8.39
01/08/2024 21:51:53,,Gurchetan,0-18,Female,General,Tertiary (graduation or above),Rural,above 10 lakh,no,No,80-90%,80-90%,English,5.74,B.sc.,"Reputed University (like BHU, DU etc)",90%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),5+,Yes,1-2 hours,almost sleeping all day,revising the whole notes without short notes,home (self),from youtube or some online platforms,2,1am,yes,almost same as you in study,Toxic Relationship,10.0
10/08/2024 20:04:27,,Harshita verma ,above 25,Male,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,Yes,80-90%,80-90%,Hindi,7.29,M.sc.,Regional and private collages,80%,Hostel room,frequently (almost daily ),2 or more days before due date,50% (assignments  or class notes only),5+,Yes,2-4 hours,revising the week's study material,revising the whole notes without short notes,home (self),reading from books,Alone (don't study in group),12am or before,yes,almost same as you in study,Healthy Relationship,9.024
03/08/2024 20:14:52,,Shanu,19-25,Female,St/Sc,Tertiary (graduation or above),Rural,above 10 lakh,no,No,70-80%,70-80%,English,5.0,B.tech,IIT,80%,Home,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),5+,No,2-4 hours,almost sleeping all day,revising the whole notes without short notes,home (self),reading from books,Alone (don't study in group),2 am,yes,almost same as you in study,Toxic Relationship,4.0
02/08/2024 00:30:34,,Priya,19-25,Female,St/Sc,Tertiary (graduation or above),Urban,2.5 - 5 lakh,no,Yes,80-90%,80-90%,Hindi,5.0,Law,IIT,90%,Hostel room,never,missed some homeworks didn't complete,80% (Class notes + assignments),3-5 hours,No,1-2 hours,almost sleeping all day,summarizing and making short notes,home (self),from youtube or some online platforms,Alone (don't study in group),12am or before,yes,almost same as you in study,Single,8.336
16/08/2024 23:07:29,,Chintu ,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,1 - 2.5 lakh,yes,No,80-90%,80-90%,English,9.73,B.tech,Regional and private collages,90%,Hostel room,once in a while,on the due date (night before),80% (Class notes + assignments),3-5 hours,No,1-2 hours,revising the week's study material,practice by writting,home (group study),from friends after the class,2,12am or before,yes,almost same as you in study,Single,10.0
01/08/2024 12:52:22,,Deeksha,19-25,Male,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,Yes,Above 90%,80-90%,English,5.0,M.sc.,IIT,90%,Hostel room,frequently (almost daily ),2 or more days before due date,100% (class notes + assignments + book's que),3-5 hours,Yes,5+,Going out side with friends,summarizing and making short notes,library (self),from youtube or some online platforms,4,1am,yes,almost same as you in study,Toxic Relationship,6.067
03/08/2024 17:30:22,,Preet maur ,19-25,Male,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,80-90%,80-90%,English,7.89,Bvoc software development ,"Reputed University (like BHU, DU etc)",90%,Hostel room,frequently (almost daily ),2 or more days before due date,50% (assignments  or class notes only),2 hours or less,No,1-2 hours,Going out side with friends,revising the whole notes without short notes,home (self),reading from books,Alone (don't study in group),2 am,yes,almost same as you in study,Healthy Relationship,10.0
01/08/2024 17:16:04,,Priya,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,Below 1 lakh,no,No,Above 90%,80-90%,"Regional languages (like Bangla, Oriya etc)",5.0,B.tech,Regional and private collages,80%,Hostel room,frequently (almost daily ),2 or more days before due date,10% (nothing much),5+,No,5+,Netflix and Chill,revising the whole notes without short notes,library (self),reading from books,more than 4,1am,yes,better than you in study,Healthy Relationship,7.973
03/08/2024 19:46:09,,Dummy name,19-25,Female,other (PWD),Tertiary (graduation or above),Rural,5 - 10 lakh,no,No,Above 90%,80-90%,Hindi,5.0,BBA,Regional and private collages,90%,Hostel room,never,missed some homeworks didn't complete,50% (assignments  or class notes only),3-5 hours,No,2-4 hours,Going out side with friends,revising the whole notes without short notes,library (self),from friends after the class,4,2 am,no,better than you in study,Toxic Relationship,9.485
01/08/2024 21:59:35,,Sneha,19-25,Male,General,Tertiary (graduation or above),Semi-Urban,above 10 lakh,no,No,60-70%,80-90%,English,5.0,B.tech,IIT,90%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),2 hours or less,Yes,1-2 hours,Netflix and Chill,revising the whole notes without short notes,library (self),from Professor in the class,2,2 am,no,almost same as you in study,Toxic Relationship,4.583
01/08/2024 21:50:23,,Bhawna ,above 25,Male,General,Tertiary (graduation or above),Semi-Urban,1 - 2.5 lakh,yes,Yes,80-90%,80-90%,Hindi,5.83,M.sc.,"Reputed University (like BHU, DU etc)",80%,Home,frequently (almost daily ),missed some homeworks didn't complete,10% (nothing much),3-5 hours,Yes,1-2 hours,almost sleeping all day,practice by writting,home (self),from Professor in the class,4,2 am,yes,better than you in study,Single,7.081
03/08/2024 17:18:55,,Sorv,19-25,Female,St/Sc,Tertiary (graduation or above),Rural,1 - 2.5 lakh,no,No,80-90%,Above 90%,English,7.85,M.sc.,IIT,70%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),3-5 hours,Yes,2-4 hours,almost sleeping all day,revising the whole notes without short notes,home (self),reading from books,3,1am,yes,almost same as you in study,Healthy Relationship,10.0
17/08/2024 15:46:45,,Sorv,19-25,Male,General,Tertiary (graduation or above),Urban,above 10 lakh,no,No,Above 90%,80-90%,Hindi,5.91,B.tech,NIT,90%,Hostel room,once in a while,2 or more days before due date,80% (Class notes + assignments),3-5 hours,No,2-4 hours,Going out side with friends,practice by writting,home (self),reading from books,2,1am,yes,almost same as you in study,Single,8.441
16/08/2024 22:02:08,,Sharon,19-25,Male,OBC,Tertiary (graduation or above),Semi-Urban,above 10 lakh,no,No,80-90%,70-80%,English,6.78,M.sc.,IIT,90%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),3-5 hours,Yes,0 hours,revising the week's study material,summarizing and making short notes,library (self),from youtube or some online platforms,Alone (don't study in group),2 am,yes,almost same as you in study,Healthy Relationship,10.0
02/08/2024 08:26:03,,Surya,19-25,Male,General,Tertiary (graduation or above),Rural,1 - 2.5 lakh,no,No,Above 90%,70-80%,Hindi,5.0,D.el.ed,IIT,90%,PG room,never,2 or more days before due date,80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,Going out side with friends,practice by writting,home (self),from Professor in the class,2,2 am,yes,better than you in study,Single,8.762
03/08/2024 18:59:50,,Aqua Hoshino,19-25,Male,St/Sc,Tertiary (graduation or above),Semi-Urban,above 10 lakh,no,No,Above 90%,Above 90%,English,6.58,Law,Regional and private collages,90%,Hostel room,once in a while,2 or more days before due date,80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,Going out side with friends,practice by writting,library (self),from Professor in the class,2,12am or before,no,almost same as you in study,Toxic Relationship,5.548
20/08/2024 22:20:30,,Apan,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,Below 1 lakh,no,Yes,80-90%,70-80%,English,5.0,M.sc.,IIT,90%,Hostel room,once in a while,2 or more days before due date,10% (nothing much),3-5 hours,Yes,2-4 hours,almost sleeping all day,practice by writting,home (self),from youtube or some online platforms,4,1am,yes,almost same as you in study,Healthy Relationship,8.369
02/08/2024 11:14:54,,Rabia,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,above 10 lakh,no,Yes,Above 90%,70-80%,"Regional languages (like Bangla, Oriya etc)",8.46,M.tech,IIT,90%,Hostel room,frequently (almost daily ),on the due date (night before),50% (assignments  or class notes only),2 hours or less,No,1-2 hours,almost sleeping all day,practice by writting,home (self),reading from books,Alone (don't study in group),2 am,yes,almost same as you in study,Single,10.0
04/08/2024 16:57:09,,K,19-25,Male,General,Secondary (9-12),Rural,1 - 2.5 lakh,no,Yes,60-70%,80-90%,English,5.0,B.tech,Regional and private collages,90%,Hostel room,frequently (almost daily ),2 or more days before due date,100% (class notes + assignments + book's que),2 hours or less,No,2-4 hours,almost sleeping all day,practice by writting,library (self),reading from books,Alone (don't study in group),2 am,no,better than you in study,Healthy Relationship,6.364
01/08/2024 13:02:08,,Priya,19-25,Female,OBC,Tertiary (graduation or above),Rural,1 - 2.5 lakh,no,No,60-70%,Above 90%,Hindi,5.08,MBA,"Reputed University (like BHU, DU etc)",80%,PG room,frequently (almost daily ),on the due date (night before),10% (nothing much),3-5 hours,No,2-4 hours,almost sleeping all day,summarizing and making short notes,home (self),reading from books,2,1am,yes,almost same as you in study,Single,10.0
01/08/2024 12:52:22,,Roshani,19-25,Male,General,Tertiary (graduation or above),Rural,above 10 lakh,no,Yes,80-90%,70-80%,English,5.0,Law,"Reputed University (like BHU, DU etc)",90%,Hostel room,never,on the due date (night before),80% (Class notes + assignments),2 hours or less,Yes,1-2 hours,revising the week's study material,summarizing and making short notes,home (self),from Professor in the class,4,1am,yes,better than you in study,Single,9.698
01/08/2024 19:50:34,,Preet maur ,19-25,Female,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,Yes,60-70%,60-70%,English,8.47,B.tech,"Reputed University (like BHU, DU etc)",80%,Hostel room,once in a while,2 or more days before due date,80% (Class notes + assignments),2 hours or less,Yes,1-2 hours,Netflix and Chill,practice by writting,home (self),from Professor in the class,Alone (don't study in group),12am or before,yes,almost same as you in study,Healthy Relationship,10.0
01/08/2024 13:00:30,,DummyNames,19-25,Female,General,Tertiary (graduation or above),Urban,above 10 lakh,yes,No,80-90%,80-90%,Hindi,5.62,M.sc.,Regional and private collages,90%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,100% (class notes + assignments + book's que),5+,No,2-4 hours,Netflix and Chill,revising the whole notes without short notes,home (self),reading from books,3,1am,yes,almost same as you in study,Single,10.0
03/08/2024 13:49:45,,Ravi,19-25,Female,General,Tertiary (graduation or above),Urban,above 10 lakh,no,Yes,Above 90%,70-80%,Hindi,5.04,I have graduated,"Reputed University (like BHU, DU etc)",70%,Hostel room,once in a while,2 or more days before due date,50% (assignments  or class notes only),2 hours or less,Yes,2-4 hours,revising the week's study material,revising the whole notes without short notes,home (self),from Professor in the class,2,12am or before,yes,almost same as you in study,Single,8.817
03/08/2024 20:03:18,,Ankush,19-25,Female,General,Tertiary (graduation or above),Rural,5 - 10 lakh,yes,No,80-90%,70-80%,English,5.0,M.sc.,IIT,90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),3-5 hours,No,5+,almost sleeping all day,summarizing and making short notes,home (self),reading from books,4,2 am,yes,worse than you in study,Single,4.0
01/08/2024 21:51:53,,Apan,0-18,Female,OBC,Tertiary (graduation or above),Urban,5 - 10 lakh,no,No,70-80%,Above 90%,English,5.0,M.sc.,"Reputed University (like BHU, DU etc)",didn't attended classes properly,Other,never,2 or more days before due date,80% (Class notes + assignments),2 hours or less,Yes,1-2 hours,Netflix and Chill,practice by writting,home (self),reading from books,2,1am,yes,almost same as you in study,Healthy Relationship,5.963
03/08/2024 14:13:00,,Aarzoo ,19-25,Female,General,Secondary (9-12),Semi-Urban,2.5 - 5 lakh,yes,Yes,60-70%,80-90%,English,5.43,M.sc.,Regional and private collages,70%,Hostel room,frequently (almost daily ),2 or more days before due date,10% (nothing much),2 hours or less,No,2-4 hours,almost sleeping all day,practice by writting,library (self),reading from books,2,12am or before,yes,worse than you in study,Healthy Relationship,10.0
01/08/2024 12:52:22,,वाल्मिकी ,19-25,Female,St/Sc,Tertiary (graduation or above),Semi-Urban,Below 1 lakh,no,No,60-70%,Above 90%,"Regional languages (like Bangla, Oriya etc)",5.0,I have graduated,Regional and private collages,80%,Hostel room,once in a while,2 or more days before due date,80% (Class notes + assignments),2 hours or less,No,1-2 hours,almost sleeping all day,revising the whole notes without short notes,library (self),from Professor in the class,4,1am,yes,worse than you in study,Healthy Relationship,4.0
03/08/2024 14:16:35,,Vosu Mittal ,19-25,Female,St/Sc,Tertiary (graduation or above),Urban,5 - 10 lakh,no,No,80-90%,Above 90%,English,5.0,M.sc.,Regional and private collages,90%,Hostel room,once in a while,2 or more days before due date,80% (Class notes + assignments),3-5 hours,Yes,5+,revising the week's study material,summarizing and making short notes,library (group study),from Professor in the class,2,1am,yes,better than you in study,Healthy Relationship,8.598
02/08/2024 13:08:56,,Harsh ,19-25,Female,General,Tertiary (graduation or above),Urban,Below 1 lakh,no,No,80-90%,Above 90%,English,5.0,M.sc.,"Reputed University (like BHU, DU etc)",80%,Hostel room,once in a while,2 or more days before due date,80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,Netflix and Chill,practice by writting,home (self),reading from books,Alone (don't study in group),1am,yes,almost same as you in study,Single,10.0
16/08/2024 23:07:29,,Rajkumar ,19-25,Female,General,Tertiary (graduation or above),Rural,1 - 2.5 lakh,no,Yes,60-70%,80-90%,Hindi,6.67,M.tech,"Reputed University (like BHU, DU etc)",90%,Hostel room,once in a while,2 or more days before due date,100% (class notes + assignments + book's que),3-5 hours,No,5+,Netflix and Chill,revising the whole notes without short notes,home (self),from youtube or some online platforms,3,1am,no,better than you in study,Single,10.0
03/08/2024 20:14:52,,virat,above 25,Female,St/Sc,Tertiary (graduation or above),Rural,1 - 2.5 lakh,no,No,80-90%,80-90%,English,5.71,D.el.ed,Regional and private collages,90%,Hostel room,never,2 or more days before due date,80% (Class notes + assignments),3-5 hours,Yes,0 hours,almost sleeping all day,practice by writting,library (self),reading from books,2,12am or before,yes,almost same as you in study,Healthy Relationship,10.0
02/08/2024 16:02:50,,pagal,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,Below 1 lakh,no,No,Above 90%,Above 90%,Hindi,5.0,B.tech,"Reputed University (like BHU, DU etc)",90%,Hostel room,never,on the due date (night before),50% (assignments  or class notes only),3-5 hours,No,5+,almost sleeping all day,revising the whole notes without short notes,library (self),reading from books,2,12am or before,yes,almost same as you in study,Toxic Relationship,4.0
03/08/2024 18:59:50,,Priya,19-25,Male,General,Tertiary (graduation or above),Semi-Urban,above 10 lakh,no,Yes,80-90%,70-80%,English,5.0,B.tech,IIT,90%,PG room,frequently (almost daily ),on the due date (night before),50% (assignments  or class notes only),2 hours or less,No,5+,Going out side with friends,practice by writting,library (self),reading from books,Alone (don't study in group),12am or before,yes,better than you in study,Single,10.0
17/08/2024 00:19:56,,Deeksha,0-18,Male,St/Sc,Secondary (9-12),Semi-Urban,5 - 10 lakh,no,No,Above 90%,80-90%,Hindi,5.84,B.tech,Regional and private collages,70%,PG room,once in a while,missed some homeworks didn't complete,100% (class notes + assignments + book's que),2 hours or less,No,5+,almost sleeping all day,revising the whole notes without short notes,home (self),from Professor in the class,2,2 am,yes,almost same as you in study,Toxic Relationship,9.637
01/08/2024 13:02:08,,Kanika,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,5 - 10 lakh,no,No,80-90%,Above 90%,Hindi,9.73,M.sc.,Regional and private collages,70%,Hostel room,once in a while,2 or more days before due date,80% (Class notes + assignments),2 hours or less,No,1-2 hours,almost sleeping all day,revising the whole notes without short notes,library (group study),from friends after the class,2,12am or before,no,almost same as you in study,Healthy Relationship,10.0
01/08/2024 21:59:35,,Harshita verma ,19-25,Female,OBC,Tertiary (graduation or above),Semi-Urban,5 - 10 lakh,no,No,80-90%,80-90%,English,6.55,B.sc.,Regional and private collages,80%,Hostel room,never,2 or more days before due date,50% (assignments  or class notes only),2 hours or less,No,1-2 hours,Netflix and Chill,summarizing and making short notes,home (self),from Professor in the class,2,12am or before,no,better than you in study,Single,10.0
17/08/2024 07:08:26,,Xyz,19-25,Male,General,Tertiary (graduation or above),Rural,above 10 lakh,no,Yes,80-90%,Above 90%,English,9.73,B.tech,Regional and private collages,80%,Hostel room,never,2 or more days before due date,100% (class notes + assignments + book's que),3-5 hours,No,0 hours,Netflix and Chill,revising the whole notes without short notes,home (self),from Professor in the class,Alone (don't study in group),1am,yes,worse than you in study,Healthy Relationship,10.0
02/08/2024 00:45:25,,Sathya ,19-25,Female,General,Secondary (9-12),Rural,above 10 lakh,no,Yes,80-90%,80-90%,English,7.05,B.tech,"Reputed University (like BHU, DU etc)",90%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,100% (class notes + assignments + book's que),2 hours or less,No,1-2 hours,almost sleeping all day,summarizing and making short notes,home (self),from friends after the class,2,1am,yes,better than you in study,Toxic Relationship,9.504
02/08/2024 20:15:57,,Yash,19-25,Female,General,Tertiary (graduation or above),Rural,Below 1 lakh,no,Yes,80-90%,70-80%,"Regional languages (like Bangla, Oriya etc)",9.73,D.el.ed,IIT,70%,Home,never,on the due date (night before),80% (Class notes + assignments),3-5 hours,Yes,5+,almost sleeping all day,revising the whole notes without short notes,library (group study),from Professor in the class,3,1am,yes,almost same as you in study,Single,10.0
02/08/2024 14:09:53,,Anshi,19-25,Female,OBC,Tertiary (graduation or above),Rural,1 - 2.5 lakh,no,No,80-90%,Above 90%,English,5.47,B.tech,"Reputed University (like BHU, DU etc)",90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),2 hours or less,Yes,5+,Going out side with friends,practice by writting,home (self),reading from books,Alone (don't study in group),12am or before,no,almost same as you in study,Single,7.902
01/08/2024 12:40:49,,Saurabh ,0-18,Female,OBC,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,70-80%,70-80%,English,6.46,Government employee,IIT,90%,PG room,frequently (almost daily ),missed some homeworks didn't complete,100% (class notes + assignments + book's que),3-5 hours,No,0 hours,Going out side with friends,summarizing and making short notes,home (self),from youtube or some online platforms,2,1am,no,worse than you in study,Single,10.0
04/08/2024 16:57:09,,Shruti ,19-25,Female,St/Sc,Primary (1-8),Rural,2.5 - 5 lakh,no,Yes,Above 90%,80-90%,English,9.73,M.sc.,"Reputed University (like BHU, DU etc)",90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),2 hours or less,No,1-2 hours,almost sleeping all day,practice by writting,home (self),reading from books,4,2 am,yes,almost same as you in study,Healthy Relationship,4.778
01/08/2024 21:53:15,,Kashish ,0-18,Female,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,Above 90%,80-90%,"Regional languages (like Bangla, Oriya etc)",5.18,BBA,IIT,70%,Hostel room,frequently (almost daily ),2 or more days before due date,50% (assignments  or class notes only),2 hours or less,Yes,5+,Going out side with friends,revising the whole notes without short notes,library (self),from Professor in the class,3,1am,yes,almost same as you in study,Healthy Relationship,4.635
01/08/2024 12:40:13,,Anonymous ,19-25,Male,St/Sc,Tertiary (graduation or above),Semi-Urban,above 10 lakh,no,Yes,Above 90%,80-90%,Hindi,5.0,D.el.ed,Regional and private collages,90%,Hostel room,frequently (almost daily ),2 or more days before due date,50% (assignments  or class notes only),3-5 hours,No,5+,Going out side with friends,summarizing and making short notes,library (self),from Professor in the class,2,1am,yes,better than you in study,Healthy Relationship,8.924
01/08/2024 13:02:08,,Apurba Roy ,19-25,Female,St/Sc,Tertiary (graduation or above),Semi-Urban,1 - 2.5 lakh,no,No,80-90%,80-90%,English,7.48,Bcom,IIT,70%,Hostel room,once in a while,missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,No,2-4 hours,Going out side with friends,practice by writting,library (self),from Professor in the class,2,1am,no,better than you in study,Single,10.0
19/08/2024 20:45:50,,Demo,19-25,Female,General,Tertiary (graduation or above),Rural,Below 1 lakh,yes,Yes,Above 90%,70-80%,English,5.0,B.Ed.,"Reputed University (like BHU, DU etc)",80%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,Yes,1-2 hours,almost sleeping all day,revising the whole notes without short notes,library (group study),reading from books,2,12am or before,yes,almost same as you in study,Single,10.0
03/08/2024 20:03:18,,Anu,above 25,Female,General,Tertiary (graduation or above),Semi-Urban,5 - 10 lakh,no,Yes,Above 90%,80-90%,English,5.0,M.A,Regional and private collages,90%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,100% (class notes + assignments + book's que),2 hours or less,No,5+,revising the week's study material,practice by writting,home (self),from friends after the class,Alone (don't study in group),12am or before,yes,better than you in study,Healthy Relationship,8.628
02/08/2024 00:31:24,,Ankit,above 25,Male,St/Sc,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,Yes,70-80%,80-90%,English,7.74,M.sc.,IIT,90%,Hostel room,never,on the due date (night before),80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,almost sleeping all day,summarizing and making short notes,library (group study),reading from books,3,1am,no,almost same as you in study,Toxic Relationship,4.0
04/08/2024 08:23:34,,Akash,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,above 10 lakh,yes,No,70-80%,80-90%,Hindi,5.0,Bcom,IIT,90%,Hostel room,once in a while,on the due date (night before),100% (class notes + assignments + book's que),2 hours or less,Yes,2-4 hours,Netflix and Chill,practice by writting,home (self),from youtube or some online platforms,2,2 am,no,almost same as you in study,Healthy Relationship,10.0
01/08/2024 12:58:08,,Kesar,19-25,Male,General,Tertiary (graduation or above),Rural,above 10 lakh,no,Yes,70-80%,Above 90%,English,9.73,M.sc.,IIT,90%,Hostel room,frequently (almost daily ),on the due date (night before),50% (assignments  or class notes only),2 hours or less,No,2-4 hours,almost sleeping all day,practice by writting,home (group study),from Professor in the class,2,12am or before,yes,almost same as you in study,Healthy Relationship,9.864
03/08/2024 17:23:45,,virat,19-25,Male,General,Tertiary (graduation or above),Rural,above 10 lakh,no,Yes,80-90%,Above 90%,English,9.73,M.tech,IIT,90%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,100% (class notes + assignments + book's que),2 hours or less,No,2-4 hours,almost sleeping all day,revising the whole notes without short notes,library (group study),from youtube or some online platforms,2,12am or before,yes,almost same as you in study,Single,10.0
01/08/2024 17:30:34,,Yash,19-25,Male,St/Sc,Tertiary (graduation or above),Urban,1 - 2.5 lakh,no,No,80-90%,70-80%,Hindi,7.41,B.tech,"Reputed University (like BHU, DU etc)",90%,Hostel room,once in a while,2 or more days before due date,100% (class notes + assignments + book's que),5+,Yes,2-4 hours,Netflix and Chill,revising the whole notes without short notes,home (self),from youtube or some online platforms,Alone (don't study in group),1am,no,almost same as you in study,Single,4.0
01/08/2024 17:30:34,,Akshita ,19-25,Male,General,Tertiary (graduation or above),Rural,Below 1 lakh,no,No,Above 90%,70-80%,English,8.04,M.tech,"Reputed University (like BHU, DU etc)",90%,Home,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),5+,Yes,1-2 hours,Netflix and Chill,revising the whole notes without short notes,home (self),reading from books,3,12am or before,yes,almost same as you in study,Toxic Relationship,10.0
03/08/2024 18:54:16,,Shivani,19-25,Female,General,Tertiary (graduation or above),Rural,above 10 lakh,yes,Yes,80-90%,Above 90%,English,7.73,B.tech,IIT,80%,Other,never,on the due date (night before),80% (Class notes + assignments),5+,Yes,2-4 hours,Going out side with friends,revising the whole notes without short notes,library (self),from friends after the class,3,1am,yes,almost same as you in study,Single,9.668
10/08/2024 20:04:27,,Harsh Kumar,19-25,Female,General,Secondary (9-12),Rural,2.5 - 5 lakh,no,Yes,Above 90%,70-80%,Hindi,7.11,B.tech,Regional and private collages,didn't attended classes properly,Hostel room,frequently (almost daily ),2 or more days before due date,100% (class notes + assignments + book's que),3-5 hours,Yes,2-4 hours,almost sleeping all day,revising the whole notes without short notes,home (self),from Professor in the class,3,3 am or later,yes,almost same as you in study,Single,10.0
17/08/2024 07:08:26,,Diksha Sahani ,19-25,Female,General,Tertiary (graduation or above),Urban,above 10 lakh,no,Yes,70-80%,70-80%,Hindi,8.86,Bcom,Regional and private collages,80%,Hostel room,once in a while,on the due date (night before),80% (Class notes + assignments),3-5 hours,Yes,5+,revising the week's study material,practice by writting,home (group study),from youtube or some online platforms,2,1am,yes,almost same as you in study,Single,10.0
06/08/2024 19:09:59,,Priya,19-25,Male,General,Tertiary (graduation or above),Urban,above 10 lakh,no,No,60-70%,Above 90%,English,5.0,B.sc.,"Reputed University (like BHU, DU etc)",90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),2 hours or less,Yes,5+,Going out side with friends,revising the whole notes without short notes,library (group study),from Professor in the class,2,2 am,yes,almost same as you in study,Single,4.0
03/08/2024 17:18:55,,Ankush,19-25,Male,General,Tertiary (graduation or above),Rural,Below 1 lakh,no,Yes,80-90%,Above 90%,English,8.01,B.tech,IIT,90%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),5+,Yes,0 hours,Going out side with friends,practice by writting,library (self),from youtube or some online platforms,2,2 am,yes,almost same as you in study,Toxic Relationship,10.0
02/08/2024 11:14:54,,Xyz,19-25,Female,OBC,Tertiary (graduation or above),Semi-Urban,2.5 - 5 lakh,yes,No,Above 90%,80-90%,English,6.4,BA,Regional and private collages,90%,Hostel room,frequently (almost daily ),on the due date (night before),100% (class notes + assignments + book's que),2 hours or less,Yes,5+,almost sleeping all day,summarizing and making short notes,home (self),reading from books,2,12am or before,no,almost same as you in study,Healthy Relationship,7.128
01/08/2024 13:22:36,,Roshani,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,Below 1 lakh,yes,No,80-90%,80-90%,English,9.73,BA,IIT,90%,Home,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),3-5 hours,No,1-2 hours,almost sleeping all day,practice by writting,library (group study),reading from books,3,1am,yes,almost same as you in study,Single,10.0
17/08/2024 10:52:52,,Anu,19-25,Female,General,Secondary (9-12),Semi-Urban,above 10 lakh,no,Yes,80-90%,80-90%,Hindi,9.73,B.sc.,"Reputed University (like BHU, DU etc)",90%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,revising the week's study material,summarizing and making short notes,home (self),reading from books,3,2 am,yes,worse than you in study,Single,10.0
17/08/2024 07:08:26,,Apan,19-25,Female,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,Above 90%,60-70%,"Regional languages (like Bangla, Oriya etc)",5.54,Masters in Journalism ,Regional and private collages,90%,PG room,never,2 or more days before due date,80% (Class notes + assignments),5+,No,5+,almost sleeping all day,practice by writting,home (self),from Professor in the class,3,12am or before,no,better than you in study,Healthy Relationship,10.0
